11 - 14 ans,6.3933081506748435,6.311835172959358,6.4906396914504265,6.732944764063825,6.575955369628867,7.593002824886458,7.247058937093614,6.6231305939416725,6.354396727759169,6.679847257063908
15 - 19 ans,8.115561476039343,8.011751303157125,8.112949405643,8.225564709119046,8.076919291995278,8.435256866463497,9.152044054452388,8.516126208218132,8.697973531648367,8.357004514516698
20 - 24 ans,7.320766021409994,6.659909387431117,7.095486904481102,7.151155204965061,6.642893907071656,7.041903360188543,8.440633709067354,7.192705388988655,7.771728402200656,7.58174032388841
25 - 34 ans,14.092929875273825,13.331198102567388,13.984621140396616,12.825149926671664,12.641711845185128,12.31677901674193,12.501301359032485,12.634572196653659,13.416147715259788,12.200357097464899
35 - 49 ans,21.62658196112522,21.634243460921436,21.77864133137333,21.29354732700658,22.165853508942135,19.849156481177605,20.215845252615072,20.128892821758303,19.84885282514281,20.60897678205195
50 - 59 ans,12.81601250522868,12.461399650261397,12.251150564589963,13.15168813760654,12.674853884824481,12.538312144366035,11.730154389352958,13.3744692978913,11.486546271632609,12.829685506338622
60 ans et plus,18.37751338443404,20.136363568781228,18.525382169181732,19.665142978365367,19.519721730684335,21.18240556554972,18.52700091396685,20.742282656491774,21.69809062580092,21.106583047477223
total,100.00000000000001,100.0,99.99999999999997,99.99999999999999,100.0,100.0,100.0,100.0,100.0,100.0
,,,,,,,,,,
,,,,,,,,,,
Nombre d'entrées (millions),2015,2016.0,2017.0,2018.0,2019.0,2020.0,2021.0,2022.0,2023.0,2024.0
3 - 10 ans,nd,18051610.148925766,20029868.178562995,18930772.61697868,20190280.133905508,6365793.164681554,10442658.475161932,12813089.656711195,18727975.058882356,14975482.507564265
11 - 14 ans,nd,11103647.744620359,11931437.141840162,11671692.079171183,11312617.149057074,3648059.0669204053,6253910.19646857,8838871.635787593,11011576.922409689,11564994.832973752
15 - 19 ans,nd,23740655.137684826,20923425.058731142,12314231.498095589,19309252.64839613,6553050.814954263,10922135.025601305,14606340.044968339,13703089.335406484,17374872.97580947
20 - 24 ans,nd,15765818.03400823,18853269.445887677,16359656.232615132,14286992.163623478,5559885.764426217,6208486.577855018,14699357.445850058,14691746.194467831,14853739.24886581
25 - 34 ans,nd,26227765.537777252,24310073.350005757,20590879.43725331,29624356.335034538,7419345.358770248,6559621.114371569,17537311.874474037,13880651.77034183,19115078.96470473
35 - 49 ans,nd,32835446.81084951,37218825.454317436,32649158.068438753,38801311.46251499,8780960.326783042,15013399.576634638,26984850.795899168,33764114.66380773,23156880.844114378
50 - 59 ans,nd,30807930.839226007,24279665.022046786,27965812.692789447,24000983.47054154,9926776.718477152,9977470.06146179,18799950.208763998,20722685.684489477,25215621.76156412
60 ans et plus,nd,54671699.74690808,51866558.34860802,60730732.37465803,55697848.636926845,17009842.784987114,30124892.972445186,37791256.33754555,53930034.37019471,55267578.86440358
total,nd,213204574.00000006,209413121.99999997,201212935.00000012,213223642.00000012,65263714.0,95502574.00000001,152071027.99999994,180431874.00000012,181524250.0000001
,,,,,,,,,,
,,,,,,,,,,
Structure des entrées (%),2015,2016.0,2017.0,2018.0,2019.0,2020.0,2021.0,2022.0,2023.0,2024.0
3 - 10 ans,nd,8.466802475319204,9.564762698377132,9.408327857738708,9.469062597620159,9.75395480049075,10.934426202127213,8.425726994303737,10.379526989162876,8.249852296629385
11 - 14 ans,nd,5.207978204360831,5.697559459449805,5.800666880174072,5.305517269542311,5.589720295293652,6.548420565574044,5.81233108767279,6.102900046590266,6.371046751590353
15 - 19 ans,nd,11.135152821667337,9.991458442958098,6.11999993842125,9.055868508425595,10.04087940038819,11.436482356592093,9.60494594997302,7.594605671172315,9.57165391170021
20 - 24 ans,nd,7.394690338120151,9.002907394641525,8.130519160020768,6.700472813246234,8.519107209292773,6.500857848977995,9.666113025717205,8.142544811382844,8.182785081809074
25 - 34 ans,nd,12.30168989609822,11.608667650733823,10.233377609274132,13.893560797087659,11.368254890872818,6.868528082155743,11.532316250583929,7.693015354006594,10.530317004314702
35 - 49 ans,nd,15.400911056837602,17.77291943258333,16.22617257108185,18.19747148982428,13.454582628844939,15.720413542607384,17.74489930843314,18.7129435145188,12.756907600011777
50 - 59 ans,nd,14.449938977024953,11.594146914082483,13.898615758867313,11.25624871867705,15.21025407545325,10.447331044147344,12.362611377075716,11.485047084579678,13.891048585279444
60 ans et plus,nd,25.642836230571714,24.76757800717379,30.18232022442197,26.121797805576758,26.063246699363624,31.543540357818195,24.85105600624042,29.889416528586693,30.446388768665113
total,nd,100.00000000000001,99.99999999999997,100.00000000000006,100.00000000000006,100.0,100.0,99.99999999999997,99.99999999999997,100.00000000000007
,,,,,,,,,,
,,,,,,,,,,
Nombre moyen d'entrées,2015,2016.0,2017.0,2018.0,2019.0,2020.0,2021.0,2022.0,2023.0,2024.0
3 - 10 ans,nd,3.7124014210019727,3.9996023525810114,4.214822761168493,4.016521954248464,2.0907870258075665,2.619445792753726,2.973483812312916,4.2677901513836884,3.3648631426476916
11 - 14 ans,nd,4.143617159964623,4.317108723997159,4.228092463831959,4.004750682879019,1.7426086728067405,2.637837182872014,3.341019011461198,4.235804461039874,4.137479714955624
15 - 19 ans,nd,6.979669142371191,6.056779177128134,3.6513822231335076,5.565330667381214,2.8177132530876645,3.6479390844735193,4.293829116691506,3.8508900568807687,4.968530588170965
20 - 24 ans,nd,5.575936071132322,6.240109367674057,5.579736319534885,5.006736570724757,2.863699072507187,2.24837543110501,5.116247168561798,4.620793009615735,4.681918575621264
25 - 34 ans,nd,4.634060581176223,4.082472742862587,3.915868970339971,5.455245348552614,2.1848418642013967,1.6039161818186571,3.474944898786063,2.52896454097733,3.744212772326714
35 - 49 ans,nd,3.5749569317088357,4.013466209384879,3.7397250684408223,4.07505239967062,1.6045436293250284,2.2701015081220937,3.356182528862688,4.157963448882724,2.685224477361052
50 - 59 ans,nd,5.823248220465726,4.654291107778959,5.186347936027939,4.40815978104331,2.8715788571075973,2.6000089529505144,3.519051150661036,4.4097836788833185,4.696892680680395
60 ans et plus,nd,6.395155794038248,6.575185123388265,7.532291458043629,6.642568626945767,2.912571474671439,4.97025336537328,4.561211602287798,6.075330247940499,6.257624156314906
total,nd,5.02187749396553,4.9180350702279005,4.907627623581246,4.963712380748691,2.3671367933085645,2.919262948874862,3.8070792761066348,4.410359304786194,4.338020674264384
